Timestamp,What is your age?,What is your gender?,Highest Level of Education Completed,Employment Type,How many hours do you work in an average week?,Number of years in current industry,"What is your expected personal income (pre-tax, in USD) this year?",Marital Status,Family Status
8/25/2009 14:24:56,26,Male,Masters/MBA,Small Business,50,1,90000,Single,0
8/25/2009 14:28:02,27,Male,Masters/MBA,Unemployed,4,3,1000,Single,0
8/25/2009 14:28:57,17,Male,High School,Student,30,13,20000,Single,0
8/25/2009 14:29:40,30,Male,High School,Large Business,40,5,70000,Married/Partner,0
8/25/2009 14:30:05,24,Male,Some College,Small Business,55,4,30000,Single,0
8/25/2009 14:30:06,30,Male,Bachelors,Large Business,36,5,60000,Married/Partner,0
8/25/2009 14:30:25,25,Male,Bachelors,Small Business,45,4,51584,Single,0
8/25/2009 14:30:34,27,Male,Bachelors,Small Business,35,3,80000,Married/Partner,0
8/25/2009 14:30:48,19,Male,High School,Student,0,5,100,Single,0
8/25/2009 14:30:59,25,Male,High School,Unemployed,0,2,0,Single,0
8/25/2009 14:32:00,31,Male,Bachelors,Self Employed,35,5,100000,Single,1
8/25/2009 14:32:52,22,Male,Masters/MBA,Large Business,40,1,81000,Single,0
8/25/2009 14:33:11,28,Male,Bachelors,Corporation,45,11,125000,Married/Partner,0
8/25/2009 14:33:54,29,Male,Bachelors,Corporation,40,9,90000,Single,0
8/25/2009 14:34:49,39,Male,Ph.D/DDS/MD,Small Business,45,11,125000,Married/Partner,2
8/25/2009 14:35:03,26,Male,Associates,Self Employed,50,6,120000,Single,0
8/25/2009 14:35:34,27,Male,Masters/MBA,Small Business,40,2,5616968,Married/Partner,0
8/25/2009 14:36:02,26,Male,Associates,Small Business,17,15,35000,Single,0
8/25/2009 14:38:36,20,Male,Some College,Self Employed,20,3,25000,Single,0
8/25/2009 14:39:15,22,Male,Some College,Self Employed,60,5,25000,Single,0
8/25/2009 14:39:35,36,Male,Some College,Small Business,40,21,140000,Single,0
8/25/2009 14:40:59,24,Male,Bachelors,Small Business,40,3,70000,Married/Partner,0
8/25/2009 14:42:21,38,Male,Masters/MBA,Self Employed,40,12,100000,Married/Partner,2
8/25/2009 14:42:21,30,Male,Masters/MBA,Corporation,45,6,90000,Single,0
8/25/2009 14:44:26,30,Male,Bachelors,Small Business,38,10,70487,Married/Partner,0
8/25/2009 14:45:42,20,Male,Some College,Unemployed,10,4,4000,Single,0
8/25/2009 14:45:45,29,Male,Some College,Small Business,40,10,29000,Single,0
8/25/2009 14:45:52,36,Male,Bachelors,Large Business,60,12,100000,Single,2
8/25/2009 14:45:57,26,Male,Bachelors,Self Employed,70,4,110000,Single,0
8/25/2009 14:46:06,26,Male,Bachelors,Small Business,50,4,85000,Single,0
8/25/2009 14:46:55,20,Male,High School,Student,80,4,25000,Single,0
8/25/2009 14:47:49,25,Male,Bachelors,Large Business,60,1,75000,Married/Partner,0
8/25/2009 14:48:53,26,Male,Ph.D/DDS/MD,Government,70,6,50000,Single,0
8/25/2009 14:48:54,39,Male,Ph.D/DDS/MD,Government,50,10,85000,Married/Partner,0
8/25/2009 14:49:25,28,Male,High School,Corporation,70,10,75000,Single,0
8/25/2009 14:50:13,29,Male,Masters/MBA,Self Employed,40,7,100000,Single,0
8/25/2009 14:50:53,23,Male,Bachelors,Large Business,45,1,61000,Single,0
8/25/2009 14:51:25,21,Male,Some College,Student,10,3,4000,Single,0
8/25/2009 14:51:52,15,Male,High School,Unemployed,0,0,0,Single,0
8/25/2009 14:52:14,26,Female,Masters/MBA,Self Employed,50,3,30000,Married/Partner,0
8/25/2009 14:52:15,15,Male,High School,Student,40,0,1000,Single,0
8/25/2009 14:52:22,18,Male,High School,Small Business,40,3,4000,Single,0
8/25/2009 14:52:41,26,Male,Bachelors,Small Business,60,3,100000,Married/Partner,0
8/25/2009 14:55:04,25,Male,Bachelors,Small Business,70,2,20000,Single,0
8/25/2009 14:56:07,21,Male,High School,Self Employed,30,5,25000,Single,0
8/25/2009 14:58:38,25,Male,Bachelors,Small Business,35,2,90000,Single,0
8/25/2009 14:58:57,25,Male,Some College,Small Business,40,1,2000,Single,0
8/25/2009 14:59:54,24,Male,Bachelors,Small Business,30,5,24000,Single,0
8/25/2009 15:01:17,36,Male,Bachelors,Unemployed,50,15,120000,Married/Partner,1
8/25/2009 15:02:39,38,Male,Ph.D/DDS/MD,Corporation,40,8,70000,Single,0
8/25/2009 15:03:40,28,Female,Bachelors,Small Business,55,8,53000,Single,0
8/25/2009 15:04:43,21,Male,Masters/MBA,Student,20,113,0,Single,0
8/25/2009 15:04:54,26,Male,Masters/MBA,Student,48,4,30000,Single,0
8/25/2009 15:05:48,28,Male,Bachelors,Small Business,40,5,45000,Married/Partner,0
8/25/2009 15:06:45,42,Male,Some College,Small Business,50,20,40000,Married/Partner,2
8/25/2009 15:07:16,25,Male,Bachelors,Corporation,40,1,51000,Single,0
8/25/2009 15:07:39,29,Male,Bachelors,Unemployed,45,7,70000,Married/Partner,0
8/25/2009 15:09:05,25,Male,Masters/MBA,Small Business,60,3,97000,Single,0
8/25/2009 15:11:56,29,Male,High School,Self Employed,50,5,70000,Married/Partner,0
8/25/2009 15:14:39,21,Male,High School,Small Business,50,1,5000,Single,0
8/25/2009 15:15:00,25,Male,Bachelors,Large Business,40,3,70000,Single,0
8/25/2009 15:16:47,26,Male,Some College,Small Business,46,3,63000,Single,1
8/25/2009 15:17:49,24,Male,Bachelors,Corporation,40,2,30000,Single,0
8/25/2009 15:17:58,25,Male,Bachelors,Self Employed,50,4,20000,Single,0
8/25/2009 15:18:41,20,Male,High School,Small Business,50,2,60000,Single,0
8/25/2009 15:26:07,30,Male,Bachelors,Government,40,15,40000,Married/Partner,0
8/25/2009 15:27:20,34,Male,Bachelors,Self Employed,50,13,150000,Single,0
8/25/2009 15:28:46,43,Male,Masters/MBA,Small Business,50,23,150000,Single,1
8/25/2009 15:28:51,30,Male,Bachelors,Small Business,55,9,120000,Single,0
8/25/2009 15:28:57,32,Male,Bachelors,Small Business,40,10,100000,Married/Partner,1
8/25/2009 15:30:30,30,Male,High School,Self Employed,20,10,40000,Married/Partner,1
8/25/2009 15:31:01,27,Male,Bachelors,Corporation,40,4,67000,Single,0
8/25/2009 15:31:04,27,Male,Some College,Student,45,5,25000,Single,1
8/25/2009 15:31:41,29,Male,Bachelors,Large Business,40,9,80450,Single,0
8/25/2009 15:31:45,20,Male,Some College,Student,0,0,0,Single,0
8/25/2009 15:32:23,21,Male,Some College,Student,60,5,25000,Single,0
8/25/2009 15:32:33,23,Male,Bachelors,Corporation,40,1,45000,Single,0
8/25/2009 15:34:36,30,Male,Some College,Large Business,40,11,65000,Married/Partner,1
8/25/2009 15:35:41,55,Male,High School,Corporation,40,10,150000,Married/Partner,6
8/25/2009 15:36:49,35,Male,Some College,Government,40,7,76000,Single,0
8/25/2009 15:37:34,30,Male,Bachelors,Self Employed,50,10,60000,Married/Partner,1
8/25/2009 15:37:51,23,Male,Bachelors,Student,60,3,6000,Single,0
8/25/2009 15:38:18,26,Male,Some College,Corporation,50,5,55000,Single,0
8/25/2009 15:38:32,26,Male,Some College,Small Business,40,6,60000,Single,0
8/25/2009 15:41:05,24,Male,Bachelors,Large Business,60,4,120000,Single,0
8/25/2009 15:41:58,22,Male,Some College,Small Business,30,5,90000,Single,0
8/25/2009 15:42:38,28,Male,Masters/MBA,Large Business,45,5,45000,Single,0
8/25/2009 15:44:06,24,Male,Bachelors,Small Business,45,3,120000,Married/Partner,0
8/25/2009 15:47:25,32,Male,Bachelors,Self Employed,60,13,125000,Married/Partner,0
8/25/2009 15:47:25,19,Male,High School,Unemployed,0,5,0,Single,0
8/25/2009 15:48:45,27,Male,Bachelors,Self Employed,60,12,50000,Married/Partner,0
8/25/2009 15:51:32,24,Male,Some College,Self Employed,50,4,100000,Single,0
8/25/2009 15:51:55,23,Male,Bachelors,Small Business,35,2,35000,Single,0
8/25/2009 15:52:16,18,Male,Some College,Self Employed,55,6,80000,Single,0
8/25/2009 15:52:22,28,Male,Bachelors,Large Business,50,3,85000,Single,0
8/25/2009 15:53:06,19,Male,High School,Student,28,1,0,Single,0
8/25/2009 15:53:39,57,Male,High School,Small Business,70,38,160000,Married/Partner,0
8/25/2009 15:53:58,23,Male,Bachelors,Student,45,2,15000,Married/Partner,0
8/25/2009 15:54:16,24,Male,High School,Small Business,35,4,65000,Single,0
8/25/2009 15:55:52,42,Male,Bachelors,Self Employed,45,20,-15000,Married/Partner,1
8/25/2009 15:55:52,29,Male,Associates,Large Business,45,10,70000,Married/Partner,1
8/25/2009 15:56:20,29,Male,Bachelors,Large Business,45,1,60000,Married/Partner,0
8/25/2009 15:58:21,24,Male,Bachelors,Small Business,37,2,40000,Single,0
8/25/2009 16:00:36,26,Male,Masters/MBA,Large Business,50,3,120000,Single,0
8/25/2009 16:00:44,33,Male,Bachelors,Corporation,40,15,90000,Single,0
8/25/2009 16:00:47,24,Male,Some College,Small Business,50,3,58000,Married/Partner,3
8/25/2009 16:01:23,31,Male,Bachelors,Government,34,2,70000,Married/Partner,1
8/25/2009 16:02:16,29,Male,High School,Corporation,55,3,140000,Married/Partner,1
8/25/2009 16:02:34,34,Male,Bachelors,Self Employed,50,10,90000,Married/Partner,0
8/25/2009 16:03:07,30,Male,Masters/MBA,Government,40,3,47000,Married/Partner,0
8/25/2009 16:03:10,27,Male,Bachelors,Corporation,45,5,99000,Single,0
8/25/2009 16:05:34,21,Male,Some College,Student,3,5,12000,Single,0
8/25/2009 16:06:32,32,Male,Bachelors,Self Employed,60,10,38000,Married/Partner,0
8/25/2009 16:08:43,63,Male,Bachelors,Unemployed,15,40,11000,Single,0
8/25/2009 16:08:48,29,Male,Bachelors,Self Employed,50,10,0,Single,0
8/25/2009 16:11:40,23,Male,Bachelors,Small Business,45,2,30000,Single,0
8/25/2009 16:14:07,17,Male,High School,Student,8,2,5000,Single,0
8/25/2009 16:16:19,17,Male,Pre-High School,Student,37,13,0,Single,0
8/25/2009 16:16:41,27,Male,Bachelors,Corporation,45,8,100000,Married/Partner,0
8/25/2009 16:16:49,25,Male,Bachelors,Corporation,35,2,100000,Single,0
8/25/2009 16:16:57,25,Male,Some College,Self Employed,50,7,5000,Single,0
8/25/2009 16:17:39,22,Male,Bachelors,Unemployed,0,0,0,Single,0
8/25/2009 16:18:02,21,Male,High School,Small Business,37,5,41733,Single,0
8/25/2009 16:19:08,20,Male,Some College,Student,15,0,2000,Single,0
8/25/2009 16:25:02,34,Male,High School,Self Employed,40,3,55000,Married/Partner,4
8/25/2009 16:25:37,23,Male,Some College,Small Business,60,5,48000,Single,0
8/25/2009 16:25:54,16,Male,Pre-High School,Student,0,0,1000,Single,0
8/25/2009 16:27:03,42,Male,Bachelors,Government,50,4,66000,Single,0
8/25/2009 16:27:51,20,Male,Some College,Self Employed,80,2,36000,Single,0
8/25/2009 16:29:33,16,Male,High School,Unemployed,0,0,0,Single,0
8/25/2009 16:30:57,31,Male,Some College,Self Employed,70,12,750000,Married/Partner,0
8/25/2009 16:30:59,27,Male,Bachelors,Large Business,65,5,62000,Single,0
8/25/2009 16:33:39,26,Male,Bachelors,Corporation,40,4,90000,Single,0
8/25/2009 16:34:58,22,Male,Bachelors,Corporation,40,2,70000,Married/Partner,0
8/25/2009 16:35:15,44,Male,Bachelors,Self Employed,20,15,65000,Married/Partner,0
8/25/2009 16:35:43,23,Male,Bachelors,Small Business,40,1,80000,Single,0
8/25/2009 16:36:06,28,Male,Masters/MBA,Self Employed,60,14,60000,Married/Partner,0
8/25/2009 16:37:23,22,Male,Associates,Self Employed,35,8,46000,Married/Partner,0
8/25/2009 16:37:34,39,Male,Bachelors,Self Employed,40,16,300000,Married/Partner,1
8/25/2009 16:38:48,18,Male,Some College,Student,10,1,10000,Married/Partner,0
8/25/2009 16:39:10,25,Male,Some College,Corporation,50,3,95000,Single,0
8/25/2009 16:40:25,24,Male,Bachelors,Small Business,37,12,100000,Married/Partner,0
8/25/2009 16:42:01,23,Male,Associates,Student,30,5,10000,Single,0
8/25/2009 16:43:50,34,Male,Masters/MBA,Student,50,20,35000,Married/Partner,1
8/25/2009 16:45:40,33,Male,Some College,Small Business,20,16,38000,Single,0
8/25/2009 16:48:41,35,Male,Masters/MBA,Self Employed,32,14,60000,Married/Partner,0
8/25/2009 16:51:05,30,Male,High School,Small Business,60,12,150000,Married/Partner,0
8/25/2009 16:52:00,31,Male,Masters/MBA,Self Employed,80,10,0,Single,0
8/25/2009 16:52:18,24,Male,Bachelors,Large Business,45,4,60000,Married/Partner,0
8/25/2009 16:55:49,62,Male,Ph.D/DDS/MD,Self Employed,40,26,95000,Married/Partner,1
8/25/2009 16:56:16,30,Male,Bachelors,Large Business,40,10,100000,Married/Partner,3
8/25/2009 16:57:44,30,Male,Some College,Self Employed,40,12,0,Single,0
8/25/2009 16:59:11,38,Male,Masters/MBA,Small Business,60,15,180000,Married/Partner,2
8/25/2009 17:01:24,24,Male,Bachelors,Corporation,40,1,60000,Single,0
8/25/2009 17:01:25,23,Male,Bachelors,Corporation,40,1,62000,Single,0
8/25/2009 17:02:36,27,Male,Bachelors,Government,50,5,70000,Single,0
8/25/2009 17:03:02,32,Male,Bachelors,Small Business,45,2,37500,Single,0
8/25/2009 17:03:56,26,Male,Associates,Student,30,10,7500,Single,0
8/25/2009 17:06:15,21,Male,Some College,Small Business,40,1,96000,Single,0
8/25/2009 17:12:17,23,Male,Some College,Large Business,10,1,20000,Single,0
8/25/2009 17:12:36,26,Male,High School,Large Business,40,7,45000,Married/Partner,1
8/25/2009 17:14:04,25,Male,Bachelors,Small Business,50,5,75000,Single,0
8/25/2009 17:16:17,32,Male,Bachelors,Government,42,6,60000,Single,0
8/25/2009 17:16:54,17,Male,High School,Self Employed,20,17,0,Single,0
8/25/2009 17:17:19,25,Male,Bachelors,Small Business,48,5,63000,Single,0
8/25/2009 17:17:35,32,Male,Bachelors,Small Business,40,7,62500,Single,0
8/25/2009 17:18:21,34,Male,Bachelors,Small Business,60,12,155000,Married/Partner,1
8/25/2009 17:18:51,22,Male,Bachelors,Self Employed,65,1,50000,Single,0
8/25/2009 17:19:34,28,Male,Bachelors,Government,42,5,95000,Married/Partner,0
8/25/2009 17:19:37,23,Male,High School,Self Employed,30,2,40000,Single,0
8/25/2009 17:19:54,20,Male,High School,Government,48,2,20000,Married/Partner,0
8/25/2009 17:23:07,27,Male,Bachelors,Self Employed,60,7,60000,Single,0
8/25/2009 17:26:45,26,Male,Bachelors,Student,80,8,25000,Single,0
8/25/2009 17:27:57,19,Male,Some College,Small Business,60,3,60000,Single,0
8/25/2009 17:28:43,34,Male,Bachelors,Unemployed,0,5,18000,Married/Partner,0
8/25/2009 17:29:46,18,Male,High School,Student,0,0,0,Single,0
8/25/2009 17:30:17,20,Male,Some College,Student,17,1,12000,Single,0
8/25/2009 17:31:18,22,Male,Masters/MBA,Small Business,35,5,40000,Married/Partner,0
8/25/2009 17:33:42,27,Male,Bachelors,Small Business,40,2,25000000,Single,0
8/25/2009 17:37:03,26,Male,Some College,Self Employed,42,8,80000,Single,0
8/25/2009 17:38:35,26,Male,Bachelors,Large Business,50,10,60000,Married/Partner,0
8/25/2009 17:40:47,30,Male,Masters/MBA,Small Business,45,1,60000,Single,0
8/25/2009 17:41:55,23,Male,Bachelors,Self Employed,50,1,50000,Single,0
8/25/2009 17:48:45,19,Male,Some College,Student,0,1,0,Single,0
8/25/2009 17:49:42,40,Male,Masters/MBA,Self Employed,21,9,62000,Single,0
8/25/2009 17:52:38,23,Male,High School,Self Employed,35,3,50000,Married/Partner,0
8/25/2009 17:54:12,21,Male,Some College,Self Employed,60,6,15000,Single,0
8/25/2009 17:54:20,27,Male,Masters/MBA,Corporation,50,3,150000,Single,0
8/25/2009 17:54:48,22,Male,High School,Corporation,42,4,55000,Single,0
8/25/2009 17:55:08,27,Male,Bachelors,Corporation,50,9,93500,Married/Partner,0
8/25/2009 17:56:02,24,Male,Bachelors,Small Business,45,2,135000,Single,0
8/25/2009 18:00:18,24,Male,Bachelors,Corporation,40,2,72000,Single,0
8/25/2009 18:00:27,13,Male,Pre-High School,Student,4,11,100,Single,0
8/25/2009 18:02:31,29,Male,Masters/MBA,Small Business,37,8,36000,Married/Partner,0
8/25/2009 18:05:05,28,Male,Bachelors,Large Business,43,2,45000,Married/Partner,0
8/25/2009 18:05:16,25,Male,Bachelors,Student,30,6,23000,Single,0
8/25/2009 18:07:09,22,Male,Bachelors,Small Business,50,1,50000,Single,0
8/25/2009 18:07:48,20,Male,High School,Student,28,1,15000,Single,0
8/25/2009 18:09:49,32,Male,Masters/MBA,Large Business,70,13,"300,00",Divorced/Seperated,0
8/25/2009 18:12:14,19,Male,Bachelors,Unemployed,0,0,0,Single,0
8/25/2009 18:14:48,34,Male,High School,Government,50,5,80000,Married/Partner,2
8/25/2009 18:15:07,33,Male,High School,Self Employed,60,15,50000,Divorced/Seperated,0
8/25/2009 18:16:18,23,Male,Masters/MBA,Student,60,6,30000,Single,0
8/25/2009 18:18:43,31,Male,Bachelors,Corporation,50,15,16000,Remarried,1
8/25/2009 18:20:58,7000,Male,Masters/MBA,Small Business,40,10,75000,Married/Partner,1
8/25/2009 18:22:21,29,Male,Bachelors,Corporation,45,5,32510,Single,0
8/25/2009 18:23:08,34,Male,Some College,Corporation,45,11,95000,Married/Partner,0
8/25/2009 18:23:48,27,Female,Bachelors,Government,37,5,79000,Single,0
8/25/2009 18:25:28,27,Male,Masters/MBA,Small Business,30,4,25000,Single,0
8/25/2009 18:27:18,32,Male,Bachelors,Self Employed,50,11,200000,Married/Partner,2
8/25/2009 18:27:23,33,Male,Bachelors,Corporation,45,14,56000,Single,0
8/25/2009 18:28:26,32,Male,Bachelors,Small Business,45,12,60000,Married/Partner,1
8/25/2009 18:28:46,26,Male,Bachelors,Government,50,1,25,Single,0
8/25/2009 18:30:49,28,Male,Some College,Small Business,65,10,60000,Married/Partner,0
8/25/2009 18:31:20,30,Male,Some College,Self Employed,45,10,100000,Married/Partner,2
8/25/2009 18:32:17,38,Male,Bachelors,Small Business,50,12,155000,Married/Partner,2
8/25/2009 18:34:04,32,Female,Masters/MBA,Small Business,50,1,50000,Single,0
8/25/2009 18:37:47,28,Male,Masters/MBA,Small Business,40,4,60000,Married/Partner,0
8/25/2009 18:38:48,17,Male,High School,Self Employed,18,2,15000,Single,0
8/25/2009 18:39:27,34,Male,Bachelors,Corporation,40,14,80000,Married/Partner,2
8/25/2009 18:40:39,29,Male,Bachelors,Small Business,40,7,150000,Single,0
8/25/2009 18:42:41,15,Male,Pre-High School,Student,0,0,300,Single,0
8/25/2009 18:44:01,17,Male,High School,Student,0,12,0,Single,0
8/25/2009 18:45:22,18,Female,High School,Student,0,0,0,Single,0
8/25/2009 18:46:46,26,Male,Bachelors,Corporation,40,2,7200,Single,0
8/25/2009 18:54:34,32,Male,Masters/MBA,Large Business,40,11,77000,Married/Partner,1
8/25/2009 18:55:00,43,Male,Masters/MBA,Corporation,40,15,90000,Married/Partner,2
8/25/2009 18:55:52,26,Male,Masters/MBA,Large Business,20,3,78000,Single,0
8/25/2009 18:56:34,24,Male,Bachelors,Large Business,45,2,75000,Single,0
8/25/2009 18:58:06,22,Male,Some College,Student,30,5,10000,Single,0
8/25/2009 19:01:58,21,Male,Some College,Student,45,3,5000,Single,0
8/25/2009 19:03:26,29,Male,Some College,Corporation,60,11,160000,Single,1
8/25/2009 19:06:52,23,Male,Bachelors,Corporation,44,1,55000,Single,0
8/25/2009 19:09:08,30,Male,Some College,Self Employed,20,10,100000,Single,0
8/25/2009 19:10:16,30,Male,Some College,Government,40,7,70000,Married/Partner,0
8/25/2009 19:10:19,47,Male,Bachelors,Self Employed,60,1,30000,Married/Partner,1
8/25/2009 19:11:36,19,Male,Some College,Student,20,2,10000,Single,0
8/25/2009 19:12:41,19,Male,Some College,Student,10,2,20000,Single,0
8/25/2009 19:15:42,33,Male,Bachelors,Small Business,55,10,250000,Married/Partner,1
8/25/2009 19:15:52,gt,Male,Associates,Small Business,cc,bb,"v,m,m,m",Married/Partner,2
8/25/2009 19:16:08,34,Male,Bachelors,Student,50,9,40000,Married/Partner,2
8/25/2009 19:16:21,13,Male,Pre-High School,Student,35,9,0,Single,0
8/25/2009 19:18:18,23,Male,Bachelors,Corporation,40,1,80000,Single,0
8/25/2009 19:21:28,32,Male,Bachelors,Small Business,40,7,75000,Single,0
8/25/2009 19:21:28,21,Male,Bachelors,Unemployed,0,1,0,Single,0
8/25/2009 19:22:59,62,Male,Bachelors,Self Employed,15,15,180000,Divorced/Seperated,3
8/25/2009 19:25:52,26,Male,Bachelors,Small Business,40,2,45,Married/Partner,0
8/25/2009 19:26:58,25,Male,Masters/MBA,Small Business,60,3,100000,Single,0
8/25/2009 19:29:00,28,Male,Some College,Corporation,45,11,40000,Single,0
8/25/2009 19:29:26,33,Male,Masters/MBA,Large Business,60,9,1000000,Married/Partner,0
8/25/2009 19:29:32,32,Male,Some College,Self Employed,16,10,10000,Married/Partner,0
8/25/2009 19:31:05,22,Male,Bachelors,Corporation,20,2,8000,Single,0
8/25/2009 19:38:56,19,Male,High School,Self Employed,20,3,5000,Single,0
8/25/2009 19:41:39,44,Male,Some College,Corporation,45,15,120000,Single,2
8/25/2009 19:42:29,32,Male,High School,Corporation,60,10,"110,00",Married/Partner,1
8/25/2009 19:48:32,27,Male,Bachelors,Small Business,40,6,66904,Single,0
8/25/2009 19:53:03,19,Male,High School,Small Business,19,1,25000,Married/Partner,0
8/25/2009 19:55:21,24,Male,Bachelors,Unemployed,0,0,0,Single,0
8/25/2009 19:55:35,35,Male,Bachelors,Corporation,42,12,100000,Married/Partner,3
8/25/2009 19:56:21,27,Male,Bachelors,Corporation,40,1,57000,Single,0
8/25/2009 19:56:29,23,Male,High School,Small Business,25,5,5000,Single,0
8/25/2009 19:58:15,16,Male,High School,Self Employed,60,4,50000,Single,0
8/25/2009 19:59:25,25,Male,Bachelors,Self Employed,25,4,35000,Single,0
8/25/2009 19:59:32,29,Male,Masters/MBA,Corporation,50,7,155000,Married/Partner,0
8/25/2009 20:01:19,14,Male,Pre-High School,Unemployed,70,3,1000,Single,0
8/25/2009 20:03:37,29,Male,Bachelors,Small Business,40,7,70000,Single,0
8/25/2009 20:03:47,27,Male,Bachelors,Small Business,50,6,120000,Single,0
8/25/2009 20:04:06,19,Male,Some College,Student,0,0,0,Single,0
8/25/2009 20:05:17,27,Male,Bachelors,Small Business,24,4,65000,Single,0
8/25/2009 20:08:04,22,Male,Some College,Small Business,70,4,30000,Single,0
8/25/2009 20:10:22,26,Male,Masters/MBA,Small Business,45,4,100000,Single,0
8/25/2009 20:11:28,29,Male,Some College,Large Business,50,7,63000,Single,0
8/25/2009 20:12:15,19,Male,Some College,Government,12,3,2700,Married/Partner,0
8/25/2009 20:12:26,33,Male,Ph.D/DDS/MD,Corporation,40,3,105000,Married/Partner,2
8/25/2009 20:16:26,19,Male,High School,Student,30,10,3000,Single,0
8/25/2009 20:16:52,36,Male,Masters/MBA,Small Business,43,9,300000,Married/Partner,0
8/25/2009 20:17:32,28,Male,Bachelors,Corporation,30,5,70000,Married/Partner,2
8/25/2009 20:19:38,27,Male,Bachelors,Large Business,40,5,65000,Married/Partner,2
8/25/2009 20:23:29,27,Male,Masters/MBA,Small Business,40,2,75000,Single,0
8/25/2009 20:24:20,21,Male,Some College,Student,53,2,16000,Single,0
8/25/2009 20:32:44,23,Male,Bachelors,Large Business,42,3,75000,Single,0
8/25/2009 20:36:04,25,Male,Bachelors,Small Business,60,3,75000,Single,0
8/25/2009 20:36:16,36,Male,Bachelors,Self Employed,55,10,130000,Married/Partner,3
8/25/2009 20:38:41,37,Male,High School,Small Business,50,10,80000,Married/Partner,3
8/25/2009 20:38:57,28,Male,Masters/MBA,Student,60,3,40000,Married/Partner,0
8/25/2009 20:40:14,21,Male,Some College,Student,0,5,11000,Single,0
8/25/2009 20:40:32,27,Male,Bachelors,Self Employed,45,6,66000,Single,0
8/25/2009 20:43:35,18,Male,High School,Student,16,4,6000,Single,0
8/25/2009 20:43:39,16,Male,Pre-High School,Student,0,0,7500,Single,0
8/25/2009 20:43:56,20,Male,Some College,Student,20,0,0,Single,0
8/25/2009 20:44:26,23,Male,Some College,Student,50,5,14000,Single,0
8/25/2009 20:45:41,28,Male,Pre-High School,Self Employed,60,5,120000,Single,0
8/25/2009 20:47:13,20,Male,Some College,Student,60,2,8000,Single,0
8/25/2009 20:48:45,22,Male,Some College,Small Business,40,3,50000,Single,1
8/25/2009 20:48:58,24,Male,High School,Small Business,30,1,6000,Single,0
8/25/2009 20:52:57,36,Male,High School,Self Employed,50,10,85000,Married/Partner,0
8/25/2009 20:55:13,26,Male,Some College,Small Business,35,5,90000,Single,0
8/25/2009 20:55:25,32,Male,Bachelors,Corporation,50,9,120000,Married/Partner,2
8/25/2009 20:55:34,27,Male,Bachelors,Corporation,42,5,80000,Married/Partner,1
8/25/2009 20:57:31,19,Male,Some College,Student,20,1,4000,Married/Partner,0
8/25/2009 21:00:17,24,Male,Pre-High School,Self Employed,30,6,70000,Single,0
8/25/2009 21:02:08,26,Male,Masters/MBA,Corporation,50,5,100000,Single,0
8/25/2009 21:02:41,41,Male,Bachelors,Small Business,40,18,68000,Single,0
8/25/2009 21:02:53,31,Male,Bachelors,Small Business,40,6,75000,Single,0
8/25/2009 21:03:13,23,Male,Bachelors,Corporation,40,5,55000,Married/Partner,1
8/25/2009 21:03:56,28,Male,Bachelors,Small Business,40,8,240000,Single,0
8/25/2009 21:06:08,22,Male,Some College,Self Employed,35,8,40000,Single,0
8/25/2009 21:06:08,23,Male,Bachelors,Small Business,24,1,16000,Single,0
8/25/2009 21:06:18,28,Male,Bachelors,Large Business,35,6,25000,Single,0
8/25/2009 21:07:25,29,Male,Masters/MBA,Self Employed,50,2,0,Single,0
8/25/2009 21:08:46,26,Male,Bachelors,Small Business,44,7,110000,Single,0
8/25/2009 21:09:13,23,Male,Some College,Corporation,27,2,32000,Married/Partner,0
8/25/2009 21:09:15,32,Male,Some College,Small Business,40,12,30000,Single,0
8/25/2009 21:09:39,23,Male,Associates,Unemployed,38,1,35000,Single,0
8/25/2009 21:10:11,27,Male,High School,Self Employed,35,6,83630,Single,0
8/25/2009 21:10:21,26,Male,Masters/MBA,Corporation,40,2,10600,Single,0
8/25/2009 21:11:36,48,Male,Ph.D/DDS/MD,Unemployed,50,28,45,Married/Partner,1
8/25/2009 21:12:44,20,Male,Some College,Government,65,2/1/2002,120000,Single,0
8/25/2009 21:16:28,35,Male,Bachelors,Small Business,30,15,70000,Married/Partner,2
8/25/2009 21:17:37,33,Male,Bachelors,Self Employed,40,8,90000,Married/Partner,1
8/25/2009 21:22:21,25,Male,Masters/MBA,Corporation,45,5,90000,Married/Partner,0
8/25/2009 21:22:53,25,Male,Some College,Government,37.5,4,50000,Single,0
8/25/2009 21:27:15,37,Male,Some College,Corporation,30,21,100000,Married/Partner,3
8/25/2009 21:28:31,34,Male,Bachelors,Large Business,40,10,90000,Single,0
8/25/2009 21:33:30,29,Male,Masters/MBA,Corporation,37,4,60000,Single,0
8/25/2009 21:35:45,27,Male,Masters/MBA,Small Business,60,6,30000,Single,0
8/25/2009 21:36:27,30,Male,Bachelors,Unemployed,40,5,80000,Single,0
8/25/2009 21:36:42,36,Male,Ph.D/DDS/MD,Large Business,45,10,150000,Married/Partner,2
8/25/2009 21:39:24,28,Male,Masters/MBA,Small Business,40,5,17000,Single,0
8/25/2009 21:40:10,25,Male,Masters/MBA,Self Employed,60,10,160000,Single,0
8/25/2009 21:42:14,32,Male,Bachelors,Large Business,55,10,150000,Married/Partner,1
8/25/2009 21:44:16,20,Male,Some College,Government,45,2,"5o,000",Single,0
